;;;;;;;;;;;;;;;;
;;Zambezi River At NGONYE RAPIDS;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Daily Flows in Cumecs for the year 2005/06;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Day;     Oct;     Nov;    Dec ;    Jan;    Feb;     Mar;     Apr ;     May;Jun;Jul;     Aug;Sep;;;;
;;;;;;;;;;;;;;;;
1;225;186;268;329;577;904;2568;2554;1863;937;451;314;;;;
2;223;184;261;388;585;906;2623;2546;1806;909;442;311;;;;
3;222;183;258;390;588;911;2680;2546;1795;883;436;307;;;;
4;220;182;253;395;626;916;2715;2539;1761;856;431;303;;;;
5;220;201;262;402;608;924;2748;2536;1726;817;425;299;;;;
6;217;199;276;470;619;929;2792;2531;1691;809;417;299;;;;
7;215;199;275;473;613;942;2803;2528;1635;771;412;296;;;;
8;213;194;281;484;629;939;2822;2523;1622;759;406;293;;;;
9;210;194;271;491;637;987;2858;2502;1592;726;403;291;;;;
10;208;194;281;484;648;1010;2867;2497;1563;719;401;298;;;;
11;206;197;282;493;663;1027;2864;2491;1552;703;395;296;;;;
12;204;196;282;503;676;1053;2858;2450;1488;677;386;284;;;;
13;202;198;298;483;683;1081;2844;2429;1453;662;381;280;;;;
14;208;194;285;463;709;1106;2842;2414;1419;648;380;278;;;;
15;207;201;289;443;724;1120;2839;2414;1407;633;379;274;;;;
16;206;201;294;424;741;1165;2831;2383;1383;622;377;271;;;;
17;205;203;300;439;753;1215;2806;2365;1349;608;370;269;;;;
18;203;207;301;433;767;1280;2759;2344;1316;593;363;267;;;;
19;200;211;311;437;785;1373;2723;2312;1289;581;358;264;;;;
20;201;216;307;456;794;1484;2702;2276;1255;568;355;261;;;;
21;200;210;299;463;805;1609;2677;2237;1200;554;349;258;;;;
22;198;221;301;469;819;1817;2661;2194;1171;545;347;256;;;;
23;198;226;303;474;820;1925;2642;2148;1158;523;343;253;;;;
24;196;228;312;474;847;2073;2618;2114;1133;514;340;251;;;;
25;194;232;313;487;874;2187;2629;2090;1109;503;337;249;;;;
26;193;238;311;505;883;2274;2605;2049;1074;497;333;247;;;;
27;191;267;327;507;893;2322;2589;2030;1054;490;329;246;;;;
28;190;266;335;512;896;2406;2576;1999;1022;483;328;245;;;;
29;189;254;329;521;;2442;2565;1941;989;470;325;244;;;;
30;188;256;327;532;;2497;2560;1934;971;466;321;242;;;;
31;186;;345;554;;2525;;1874;;459;317;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Zambezi River At NGONYE RAPIDS;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
         ;             ;Daily Flows in Cumecs for the year 2006/07;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Date;     Oct;     Nov;    Dec ;    Jan;    Feb;     Mar;Apr;May;Jun;Jul;Aug;Sep;;;;
1;236;235;356;590;1925;4499;3177;2742;1779;1019;606;421;;;;
2;233;238;361;606;2157;4518;3211;2720;1738;1000;597;416;;;;
3;232;230;365;622;2272;4532;3241;2690;1715;987;589;412;;;;
4;230;245;370;622;2335;4538;3257;2666;1693;963;582;403;;;;
5;228;245;375;644;2362;4535;3274;2643;1636;946;577;398;;;;
6;224;240;383;663;2385;4513;3292;2591;1630;928;573;392;;;;
7;221;234;388;666;2407;4490;3299;2577;1595;911;562;389;;;;
8;220;254;393;682;2455;4446;3299;2550;1571;895;555;387;;;;
9;217;255;400;697;2494;4407;3292;2499;1537;878;549;383;;;;
10;226;258;403;712;2557;4415;3279;2490;1512;867;539;378;;;;
11;225;258;409;715;2666;4385;3259;2458;1479;847;538;375;;;;
12;223;256;413;727;2852;4346;3239;2407;1452;831;532;368;;;;
13;211;242;416;730;3065;4264;3207;2398;1402;818;525;364;;;;
14;204;242;425;750;3395;4188;3169;2367;1398;802;520;361;;;;
15;197;259;429;768;3726;4133;3137;2317;1345;786;509;357;;;;
16;209;258;431;793;3921;3991;3097;2308;1341;774;506;353;;;;
17;222;258;431;813;3991;3937;3073;2277;1311;760;500;348;;;;
18;234;260;436;817;3996;3847;3043;2228;1285;754;492;346;;;;
19;247;261;439;825;4012;3757;3009;2215;1259;741;490;340;;;;
20;260;263;468;841;4017;3684;2975;2179;1243;726;482;334;;;;
21;274;263;473;857;4023;3611;2953;2144;1214;713;477;332;;;;
22;279;285;482;883;4071;3523;2936;2107;1197;701;469;328;;;;
23;264;288;502;928;4155;3459;2919;2070;1169;694;467;326;;;;
24;270;285;514;953;4185;3393;2897;2040;1152;680;463;324;;;;
25;254;299;521;993;4218;3337;2873;2006;1126;668;455;323;;;;
26;249;323;522;1038;4261;3287;2854;1967;1110;659;452;315;;;;
27;256;323;524;1090;4302;3272;2844;1942;1090;649;447;313;;;;
28;250;337;549;1152;4451;3239;2825;1908;1075;638;440;310;;;;
29;249;344;539;1243;;3229;2801;1874;1052;631;439;309;;;;
30;245;348;552;1402;;3207;2761;1824;1036;624;430;306;;;;
31;243;;567;1636;;3192;;1795;;615;426;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Zambezi River At NGONYE RAPIDS;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
         ;             ;Daily Flows in Cumecs for the year 2007/08;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Date;     Oct;     Nov;    Dec ;    Jan;    Feb;     Mar;Apr;May;Jun;Jul;Aug;Sep;;;;
1;303;274;327;563;1383;3164;2775;2559;1681;943;503;352;;;;
2;301;275;332;576;1402;3083;2787;2533;1653;916;498;348;;;;
3;299;273;339;592;1417;3024;2785;2476;1626;896;492;344;;;;
4;294;270;340;605;1432;2987;2806;2462;1601;868;484;335;;;;
5;292;268;346;608;1440;2955;2832;2444;1573;846;479;332;;;;
6;291;260;365;635;1440;2919;2871;2442;1541;823;473;329;;;;
7;288;263;363;730;1457;2873;2919;2421;1516;790;468;327;;;;
8;286;270;362;727;1492;2844;2951;2396;1488;783;460;321;;;;
9;285;268;365;697;1516;2820;2994;2367;1467;764;454;316;;;;
10;283;268;377;724;1531;2792;3024;2342;1438;749;450;313;;;;
11;283;269;377;747;1591;2758;3046;2317;1423;730;444;310;;;;
12;291;274;379;758;1661;2768;3056;2281;1398;698;436;306;;;;
13;288;273;416;794;1783;2758;3070;2255;1379;695;435;303;;;;
14;283;276;404;833;1914;2744;3070;2219;1356;682;427;299;;;;
15;292;279;409;867;2053;2735;3068;2188;1323;668;426;294;;;;
16;292;283;416;895;2306;2732;3075;2153;1311;658;421;291;;;;
17;288;285;425;914;2577;2723;3051;2127;1304;640;413;286;;;;
18;287;283;429;929;2816;2685;3016;2092;1263;625;411;283;;;;
19;287;285;439;939;3002;2704;2992;2062;1212;615;408;280;;;;
20;286;295;442;953;3157;2699;2963;2023;1194;610;399;277;;;;
21;283;288;452;975;3282;2694;2912;1997;1187;599;394;273;;;;
22;271;296;461;983;3345;2690;2864;1971;1158;583;390;271;;;;
23;271;296;469;983;3365;2662;2823;1937;1140;577;388;266;;;;
24;279;306;479;995;3319;2662;2789;1908;1117;557;383;263;;;;
25;278;313;505;1004;3307;2662;2751;1878;1090;553;377;260;;;;
26;277;306;509;1064;3244;2662;2720;1849;1064;549;373;258;;;;
27;271;311;511;1117;3207;2680;2666;1822;1042;543;368;255;;;;
28;271;315;516;1158;3189;2720;2657;1789;1017;529;363;255;;;;
29;270;314;522;1243;3139;2742;2624;1762;995;522;363;252;;;;
30;274;317;535;1308;;2761;2589;1734;966;517;361;252;;;;
31;276;;545;1368;;2770;;1707;;506;358;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Zambezi River At NGONYE RAPIDS;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
         ;             ;Daily Flows in Cumecs for the year 2008/09;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Date;     Oct;     Nov;    Dec ;    Jan;    Feb;     Mar;Apr;May;Jun;Jul;Aug;Sep;;;;
1;248;198;320;644;1201;2685;5157;2997;1717;1002;522;354;;;;
2;244;199;329;652;1223;2737;5139;2963;1691;970;518;351;;;;
3;241;202;333;668;1245;2780;5084;2912;1657;949;507;344;;;;
4;238;199;352;680;1265;2816;5055;2868;1636;921;502;341;;;;
5;233;201;359;704;1287;2873;5047;2823;1616;903;495;336;;;;
6;230;202;372;704;1321;2924;5026;2744;1577;883;491;334;;;;
7;226;204;370;712;1332;2946;4986;2680;1539;868;486;328;;;;
8;220;205;378;727;1362;2989;4940;2652;1514;839;482;320;;;;
9;220;212;390;735;1402;3144;4911;2596;1494;821;477;317;;;;
10;216;215;413;749;1423;3267;4865;2540;1485;802;467;304;;;;
11;215;219;422;771;1459;3395;4814;2476;1442;782;463;302;;;;
12;214;209;416;790;1498;3546;4684;2430;1423;769;459;298;;;;
13;211;227;444;804;1520;3734;4627;2385;1402;744;454;293;;;;
14;207;216;452;818;1557;3969;4543;2340;1366;726;448;291;;;;
15;206;210;476;828;1577;4267;4404;2308;1345;710;440;287;;;;
16;204;214;476;839;1636;4535;4335;2286;1323;697;438;284;;;;
17;202;235;483;862;1620;4712;4190;2206;1296;678;427;282;;;;
18;199;225;495;885;1636;4868;4117;2184;1270;666;425;278;;;;
19;198;226;503;919;1677;5012;4023;2173;1250;649;422;276;;;;
20;196;228;520;939;1715;5119;3916;2135;1230;635;416;275;;;;
21;196;233;524;951;1766;5250;3823;2101;1203;624;412;274;;;;
22;196;228;535;971;1828;5294;3731;2059;1179;610;403;271;;;;
23;194;233;546;1005;1921;5318;3640;1989;1160;605;400;270;;;;
